C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\center_2019_01_07_13_24_19_278.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\left_2019_01_07_13_24_19_278.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\right_2019_01_07_13_24_19_278.jpg, 0, 0, 0, 3.460414
C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\center_2019_01_07_13_24_19_381.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\left_2019_01_07_13_24_19_381.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\right_2019_01_07_13_24_19_381.jpg, 0, 0, 0, 3.426533
C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\center_2019_01_07_13_24_19_482.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\left_2019_01_07_13_24_19_482.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\right_2019_01_07_13_24_19_482.jpg, 0, 0, 0, 3.392993
C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\center_2019_01_07_13_24_19_582.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\left_2019_01_07_13_24_19_582.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\right_2019_01_07_13_24_19_582.jpg, 0, 0, 0, 3.359791
C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\center_2019_01_07_13_24_19_683.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\left_2019_01_07_13_24_19_683.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\right_2019_01_07_13_24_19_683.jpg, 0, 0, 0, 3.326925
C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\center_2019_01_07_13_24_19_785.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\left_2019_01_07_13_24_19_785.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\right_2019_01_07_13_24_19_785.jpg, 0, 0, 0, 3.287922
C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\center_2019_01_07_13_24_19_887.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\left_2019_01_07_13_24_19_887.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\right_2019_01_07_13_24_19_887.jpg, 0, 0, 0, 3.255781
C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\center_2019_01_07_13_24_19_989.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\left_2019_01_07_13_24_19_989.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\right_2019_01_07_13_24_19_989.jpg, 0, 0, 0, 3.223964
C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\center_2019_01_07_13_24_20_093.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\left_2019_01_07_13_24_20_093.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\right_2019_01_07_13_24_20_093.jpg, -0.2869825, 0.2112845, 0, 3.307249
C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\center_2019_01_07_13_24_20_195.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\left_2019_01_07_13_24_20_195.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\right_2019_01_07_13_24_20_195.jpg, -0.4325898, 0.5167893, 0, 3.717472
C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\center_2019_01_07_13_24_20_299.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\left_2019_01_07_13_24_20_299.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\right_2019_01_07_13_24_20_299.jpg, -0.1357897, 0.7837316, 0, 4.511719
C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\center_2019_01_07_13_24_20_399.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\left_2019_01_07_13_24_20_399.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\right_2019_01_07_13_24_20_399.jpg, 0, 0.4684446, 0, 5.189605
C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\center_2019_01_07_13_24_20_502.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\left_2019_01_07_13_24_20_502.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\right_2019_01_07_13_24_20_502.jpg, 0, 0.1806046, 0, 5.505282
C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\center_2019_01_07_13_24_20_604.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\left_2019_01_07_13_24_20_604.jpg, C:\Users\home\Desktop\finding_lanes\Self_Driving_Car\IMG\right_2019_01_07_13_24_20_604.jpg, 0, 0.2713717, 0, 5.655417
